Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;sc-1;sc-1-text;sc-1-quantised;sc-2;sc-2-text;sc-2-quantised;sc-3;sc-3-text;sc-3-quantised;sc-4;sc-4-text;sc-4-quantised;END QUESTIONNAIRE
1;1645249325953;19/02/2022 05:42:05;1645249325024;2;19/02/2022 07:42:05;55551;25;questionnaire-go4a;;19595532;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Yli 5 kertaa vuodessa;;5;Viittä tai enemmän;;5;Samaa mieltä;;4;Eri mieltä;;2;53518
1;1645276793288;19/02/2022 13:19:53;1645276794177;2;19/02/2022 15:19:54;55551;25;questionnaire-go4a;;19600254;BLIND;5819125;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1600x900;1280x606;Decision Chunk;Science Curiosity Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;;;;No;En kertaakaan;;1;Yhtä;;2;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;41143
1;1645434326715;21/02/2022 09:05:26;1645434326538;2;21/02/2022 11:05:26;55551;25;questionnaire-go4a;;19633284;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Science Curiosity Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3-4 kertaa vuodessa;;4;Kahta;;3;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;32051
1;1645497517114;22/02/2022 02:38:37;1645497516912;2;22/02/2022 04:38:36;55551;25;questionnaire-go4a;;19668631;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;777x481;Openminded Chunk;Science Curiosity Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Kolmea tai neljää;;4;Samaa mieltä;;4;Ei eri eikä samaa mieltä;;3;37293
1;1645550914613;22/02/2022 17:28:34;1645550914355;2;22/02/2022 19:28:34;55551;25;questionnaire-go4a;;19692949;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Science Curiosity Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Yhtä;;2;Ei eri eikä samaa mieltä;;3;Eri mieltä;;2;54079
1;1645553174153;22/02/2022 18:06:14;1645553173493;2;22/02/2022 20:06:13;55551;25;questionnaire-go4a;;19694766;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Science Curiosity Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kerran vuodessa;;2;Kahta;;3;Täysin samaa mieltä;;5;Samaa mieltä;;4;67659
1;1645692362765;24/02/2022 08:46:02;1645692362668;2;24/02/2022 10:46:02;55551;25;questionnaire-go4a;;19752885;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Science Curiosity Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Kahta;;3;Samaa mieltä;;4;Samaa mieltä;;4;85876
1;1645783672724;25/02/2022 10:07:52;1645783672666;2;25/02/2022 12:07:52;55551;25;questionnaire-go4a;;19808973;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1220;Openminded Chunk;Science Curiosity Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Ei eri eikä samaa mieltä;;3;266884
1;1645821540999;25/02/2022 20:39:00;1645821541464;2;25/02/2022 22:39:01;55551;25;questionnaire-go4a;;19847860;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Science Curiosity Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Viittä tai enemmän;;5;Ei eri eikä samaa mieltä;;3;Samaa mieltä;;4;43841
1;1645959883595;27/02/2022 11:04:43;1645960246266;2;27/02/2022 13:10:46;55551;25;questionnaire-go4a;;19872435;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Science Curiosity Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;En kertaakaan;;1;Kahta;;3;Samaa mieltä;;4;Täysin samaa mieltä;;5;46529
1;1645994945454;27/02/2022 20:49:05;1645994944710;2;27/02/2022 22:49:04;55551;25;questionnaire-go4a;;19880523;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Science Curiosity Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3-4 kertaa vuodessa;;4;Viittä tai enemmän;;5;Täysin samaa mieltä;;5;Täysin samaa mieltä;;5;44404
1;1646049936207;28/02/2022 12:05:36;1646049936088;2;28/02/2022 14:05:36;55551;25;questionnaire-go4a;;19891970;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Science Curiosity Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kahdesti vuodessa;;3;Yhtä;;2;Täysin samaa mieltä;;5;Samaa mieltä;;4;104330
END OF FILE
