Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Text,Likert,Source,Source_topic,ShowProgressBar
73,1658738906111,25/07/2022 08:48:26,1658738906025,2,25/07/2022 10:48:26,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,9,Screen 7,Zone3,response_rating_scale_likert_active,759.1999999955297,null,,Jokseenkin tuttu,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
74,1658738907186,25/07/2022 08:48:27,1658738907085,2,25/07/2022 10:48:27,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,10,Screen 8,Zone3,response_rating_scale_likert_active,1044.3999999985099,null,,Jokseenkin kiinnostavana,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
75,1658738907974,25/07/2022 08:48:27,1658738907862,2,25/07/2022 10:48:27,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,9,5,11,Screen 9,Zone3,response_rating_scale_likert_active,746.3000000044703,null,,Jokseenkin uteliaasti,1,0,1,0,null,null,false,,1,Reading,,,,"<a href=""https://www.tiede.fi/artikkeli/jutut/artikkelit/suo_syntyy_uudestaan"" target=""_blank""> Suo syntyy uudestaan</a>",Suo syntyy uudestaan,1
76,1658738910250,25/07/2022 08:48:30,1658738910129,2,25/07/2022 10:48:30,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2179.89999999851,null,,null,,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
77,1658738914565,25/07/2022 08:48:34,1658738914470,2,25/07/2022 10:48:34,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,2,Screen 12,advancementZone,continue_button,4306,null,,null,,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
78,1658738916210,25/07/2022 08:48:36,1658738916108,2,25/07/2022 10:48:36,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,3,Screen 2,Zone2,response_button_image,1583.6999999955297,null,,SAM_1.5.PNG,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
79,1658738916920,25/07/2022 08:48:36,1658738916820,2,25/07/2022 10:48:36,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,4,Screen 3,Zone20,response_button_image,613.5999999940395,null,,SAM_2.5.PNG,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
80,1658738919886,25/07/2022 08:48:39,1658738919759,2,25/07/2022 10:48:39,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,5,Screen 4,Zone3,response_rating_scale_likert,2899,null,,Ei epäluotettava eikä luotettava,null,0,1,0,null,null,null,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
81,1658738919960,25/07/2022 08:48:39,1658738919764,2,25/07/2022 10:48:39,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,5,Screen 4,Zone5,response_text_area,2899,null,,,null,0,1,0,null,null,null,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
82,1658738919960,25/07/2022 08:48:39,1658738919765,2,25/07/2022 10:48:39,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,5,Screen 4,Zone6,continue_button,2899,null,,null,,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
83,1658738920983,25/07/2022 08:48:40,1658738920892,2,25/07/2022 10:48:40,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,6,Screen 5,Zone3,response_rating_scale_likert_active,1103.9000000059605,null,,Jonkin verran,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
84,1658738921546,25/07/2022 08:48:41,1658738921451,2,25/07/2022 10:48:41,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,7,Screen 6,Zone3,response_rating_scale_likert_active,531.7999999970198,null,,Ei vakuuttava,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
85,1658738922163,25/07/2022 08:48:42,1658738922037,2,25/07/2022 10:48:42,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,8,Screen 7,Zone3,response_rating_scale_likert_active,560.5,null,,En osaa sanoa,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
86,1658738922894,25/07/2022 08:48:42,1658738922676,2,25/07/2022 10:48:42,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,9,Screen 8,Zone3,response_rating_scale_likert_active,622.7999999970198,null,,En osaa sanoa,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
87,1658738923316,25/07/2022 08:48:43,1658738923221,2,25/07/2022 10:48:43,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,10,Screen 9,Zone3,response_rating_scale_likert_active,524.7999999970198,null,,Jokseenkin tuttu,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
88,1658738925118,25/07/2022 08:48:45,1658738925012,2,25/07/2022 10:48:45,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,11,Screen 10,Zone3,response_rating_scale_likert_active,1759.1000000014901,null,,Jokseenkin kiinnostavana,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
89,1658738926241,25/07/2022 08:48:46,1658738926152,2,25/07/2022 10:48:46,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,12,1,12,Screen 11,Zone3,response_rating_scale_likert_active,1102.0999999940395,null,,Jokseenkin uteliaasti,1,0,1,0,null,null,false,,,PDF,,,,,Turve on uusiutuva luonnonvara,1
90,1658738928277,25/07/2022 08:48:48,1658738928181,2,25/07/2022 10:48:48,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,Zone2,continue_button,1991.2000000029802,null,,null,,0,1,0,null,null,false,,,Finish,,,,,,
91,1658738928368,25/07/2022 08:48:48,1658738928203,2,25/07/2022 10:48:48,,,,,23275515,,6832323,,live,,,computer,Desktop or Laptop,Windows 10,Edge 103.0.1264.71,1280x720,1280x609,,Citizen's Initiative (Finnish) (2nd version),19,Spreadsheet1,,,END TASK,,,,,296888,,,,,0,1,0,,,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
