Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Image
199;1641972167606;12/01/2022 07:22:47;1641972167568;2;12/01/2022 09:22:47;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;23;2;2;Screen 2;advancementZone;timelimit_screen;249.93799999999464;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
200;1641972168274;12/01/2022 07:22:48;1641972168238;2;12/01/2022 09:22:48;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;23;2;3;Screen 3;buttonB;response_keyboard;666.3000000007451;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
201;1641972170278;12/01/2022 07:22:50;1641972170237;2;12/01/2022 09:22:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;36;3;1;Screen 1;fixation;fixation;2002.2209999999905;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
202;1641972170606;12/01/2022 07:22:50;1641972170488;2;12/01/2022 09:22:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;36;3;2;Screen 2;advancementZone;timelimit_screen;249.89000000001397;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
203;1641972171004;12/01/2022 07:22:51;1641972170974;2;12/01/2022 09:22:50;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;36;3;3;Screen 3;buttonB;response_keyboard;481.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallS.png
204;1641972173004;12/01/2022 07:22:53;1641972172972;2;12/01/2022 09:22:52;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;5;4;1;Screen 1;fixation;fixation;2001.9020000000019;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
205;1641972173269;12/01/2022 07:22:53;1641972173222;2;12/01/2022 09:22:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;5;4;2;Screen 2;advancementZone;timelimit_screen;249.71400000000722;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
206;1641972174020;12/01/2022 07:22:54;1641972173974;2;12/01/2022 09:22:53;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;5;4;3;Screen 3;buttonB;response_keyboard;746.7000000001863;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
207;1641972176021;12/01/2022 07:22:56;1641972175975;2;12/01/2022 09:22:55;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;49;5;1;Screen 1;fixation;fixation;2001.8850000000093;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
208;1641972176255;12/01/2022 07:22:56;1641972176225;2;12/01/2022 09:22:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;49;5;2;Screen 2;advancementZone;timelimit_screen;250.09899999998743;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
209;1641972176802;12/01/2022 07:22:56;1641972176750;2;12/01/2022 09:22:56;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;49;5;3;Screen 3;buttonB;response_keyboard;521.2000000001863;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
210;1641972178774;12/01/2022 07:22:58;1641972178744;2;12/01/2022 09:22:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;57;6;1;Screen 1;fixation;fixation;2001.9020000000019;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
211;1641972179026;12/01/2022 07:22:59;1641972178994;2;12/01/2022 09:22:58;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;57;6;2;Screen 2;advancementZone;timelimit_screen;250.24400000000605;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
212;1641972179743;12/01/2022 07:22:59;1641972179702;2;12/01/2022 09:22:59;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;57;6;3;Screen 3;buttonB;response_keyboard;704.3999999994412;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
213;1641972181745;12/01/2022 07:23:01;1641972181697;2;12/01/2022 09:23:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;18;7;1;Screen 1;fixation;fixation;2001.113000000012;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
214;1641972181975;12/01/2022 07:23:01;1641972181946;2;12/01/2022 09:23:01;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;18;7;2;Screen 2;advancementZone;timelimit_screen;250.27000000001863;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
215;1641972182553;12/01/2022 07:23:02;1641972182518;2;12/01/2022 09:23:02;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;18;7;3;Screen 3;buttonB;response_keyboard;568.2999999998137;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
216;1641972184562;12/01/2022 07:23:04;1641972184517;2;12/01/2022 09:23:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;14;8;1;Screen 1;fixation;fixation;2001.5939999999828;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
217;1641972184803;12/01/2022 07:23:04;1641972184767;2;12/01/2022 09:23:04;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;14;8;2;Screen 2;advancementZone;timelimit_screen;249.8530000000028;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
218;1641972185610;12/01/2022 07:23:05;1641972185574;2;12/01/2022 09:23:05;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;14;8;3;Screen 3;buttonB;response_keyboard;804.2000000001863;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
219;1641972187595;12/01/2022 07:23:07;1641972187568;2;12/01/2022 09:23:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;22;9;1;Screen 1;fixation;fixation;2001.975000000035;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
220;1641972187860;12/01/2022 07:23:07;1641972187820;2;12/01/2022 09:23:07;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;22;9;2;Screen 2;advancementZone;timelimit_screen;249.88299999997253;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
221;1641972188442;12/01/2022 07:23:08;1641972188406;2;12/01/2022 09:23:08;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;22;9;3;Screen 3;buttonB;response_keyboard;582.5;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
222;1641972190435;12/01/2022 07:23:10;1641972190403;2;12/01/2022 09:23:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;41;10;1;Screen 1;fixation;fixation;2001.685999999987;;;;;0;1;0;;;;1;1;task1;S;bigSsmallS.png
223;1641972190698;12/01/2022 07:23:10;1641972190654;2;12/01/2022 09:23:10;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;41;10;2;Screen 2;advancementZone;timelimit_screen;250.3649999999907;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallS.png
224;1641972192154;12/01/2022 07:23:12;1641972192118;2;12/01/2022 09:23:12;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;41;10;3;Screen 3;buttonB;response_keyboard;1460.9000000003725;;;H;1;0;1;0;;;;1;1;task1;S;bigSsmallS.png
225;1641972194151;12/01/2022 07:23:14;1641972194107;2;12/01/2022 09:23:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;3;11;1;Screen 1;fixation;fixation;2002.1080000000075;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
226;1641972194401;12/01/2022 07:23:14;1641972194358;2;12/01/2022 09:23:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;3;11;2;Screen 2;advancementZone;timelimit_screen;249.6720000000205;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
227;1641972194893;12/01/2022 07:23:14;1641972194854;2;12/01/2022 09:23:14;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;3;11;3;Screen 3;buttonB;response_keyboard;492.20000000018626;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
228;1641972196869;12/01/2022 07:23:16;1641972196842;2;12/01/2022 09:23:16;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;56;12;1;Screen 1;fixation;fixation;2001.3360000000102;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
229;1641972197137;12/01/2022 07:23:17;1641972197092;2;12/01/2022 09:23:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;56;12;2;Screen 2;advancementZone;timelimit_screen;250.27600000001257;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
230;1641972197642;12/01/2022 07:23:17;1641972197606;2;12/01/2022 09:23:17;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;56;12;3;Screen 3;buttonB;response_keyboard;510.6000000005588;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
231;1641972199627;12/01/2022 07:23:19;1641972199595;2;12/01/2022 09:23:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;16;13;1;Screen 1;fixation;fixation;2001.783999999985;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
232;1641972199888;12/01/2022 07:23:19;1641972199845;2;12/01/2022 09:23:19;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;16;13;2;Screen 2;advancementZone;timelimit_screen;250.0889999999781;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
233;1641972200393;12/01/2022 07:23:20;1641972200351;2;12/01/2022 09:23:20;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;16;13;3;Screen 3;buttonB;response_keyboard;502.09999999962747;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
234;1641972202388;12/01/2022 07:23:22;1641972202347;2;12/01/2022 09:23:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;12;14;1;Screen 1;fixation;fixation;2001.725999999966;;;;;0;1;0;;;;1;1;task1;H;bigHsmallS.png
235;1641972202643;12/01/2022 07:23:22;1641972202598;2;12/01/2022 09:23:22;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;12;14;2;Screen 2;advancementZone;timelimit_screen;249.93600000004517;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallS.png
236;1641972203362;12/01/2022 07:23:23;1641972203327;2;12/01/2022 09:23:23;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;12;14;3;Screen 3;buttonB;response_keyboard;724.7999999998137;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallS.png
237;1641972205349;12/01/2022 07:23:25;1641972205316;2;12/01/2022 09:23:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;29;15;1;Screen 1;fixation;fixation;2001.4859999999753;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
238;1641972205604;12/01/2022 07:23:25;1641972205568;2;12/01/2022 09:23:25;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;29;15;2;Screen 2;advancementZone;timelimit_screen;249.90200000000186;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
239;1641972206138;12/01/2022 07:23:26;1641972206102;2;12/01/2022 09:23:26;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;29;15;3;Screen 3;buttonB;response_keyboard;530.9000000003725;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
240;1641972208147;12/01/2022 07:23:28;1641972208102;2;12/01/2022 09:23:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;32;16;1;Screen 1;fixation;fixation;2001.6359999999986;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
241;1641972208395;12/01/2022 07:23:28;1641972208353;2;12/01/2022 09:23:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;32;16;2;Screen 2;advancementZone;timelimit_screen;249.89299999998184;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
242;1641972208803;12/01/2022 07:23:28;1641972208759;2;12/01/2022 09:23:28;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;32;16;3;Screen 3;buttonB;response_keyboard;401.79999999981374;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
243;1641972210799;12/01/2022 07:23:30;1641972210754;2;12/01/2022 09:23:30;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;53;17;1;Screen 1;fixation;fixation;2001.4670000000042;;;;;0;1;0;;;;1;1;task1;S;bigSsmallH.png
244;1641972211049;12/01/2022 07:23:31;1641972211004;2;12/01/2022 09:23:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;53;17;2;Screen 2;advancementZone;timelimit_screen;250.08399999997346;;;;;0;1;0;;;1;1;1;task1;S;bigSsmallH.png
245;1641972211461;12/01/2022 07:23:31;1641972211422;2;12/01/2022 09:23:31;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;53;17;3;Screen 3;buttonB;response_keyboard;414.5;;;S;1;1;0;0;;;;1;1;task1;S;bigSsmallH.png
246;1641972213463;12/01/2022 07:23:33;1641972213423;2;12/01/2022 09:23:33;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;20;18;1;Screen 1;fixation;fixation;2001.4899999999907;;;;;0;1;0;;;;1;1;task1;H;bigHsmallH.png
247;1641972213712;12/01/2022 07:23:33;1641972213673;2;12/01/2022 09:23:33;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;20;18;2;Screen 2;advancementZone;timelimit_screen;250.46799999999348;;;;;0;1;0;;;1;1;1;task1;H;bigHsmallH.png
248;1641972214330;12/01/2022 07:23:34;1641972214286;2;12/01/2022 09:23:34;55551;23;task-8mu5;;18449413;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Navon Task (BOTH CONDITIONS) (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;global;global;20;18;3;Screen 3;buttonB;response_keyboard;609.7000000001863;;;H;1;1;0;0;;;;1;1;task1;H;bigHsmallH.png
