Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
106;1641969874773;12/01/2022 06:44:34;1641969874746;2;12/01/2022 08:44:34;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;264;60;1;Screen 1;content;gonogo;1000.6630000000005;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
107;1641969875774;12/01/2022 06:44:35;1641969875747;2;12/01/2022 08:44:35;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;232;61;1;Screen 1;content;gonogo;1000.9499999999534;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
108;1641969876776;12/01/2022 06:44:36;1641969876748;2;12/01/2022 08:44:36;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;213;62;1;Screen 1;content;gonogo;1000.7989999999991;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
109;1641969877200;12/01/2022 06:44:37;1641969877174;2;12/01/2022 08:44:37;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;149;63;1;Screen 1;advancementZone;response_keyboard_single;420.40000000037253;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
110;1641969878151;12/01/2022 06:44:38;1641969878126;2;12/01/2022 08:44:38;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;139;64;1;Screen 1;advancementZone;response_keyboard_single;373.39999999990687;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
111;1641969879694;12/01/2022 06:44:39;1641969879654;2;12/01/2022 08:44:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;216;65;1;Screen 1;advancementZone;response_keyboard_single;899.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
112;1641969880776;12/01/2022 06:44:40;1641969880752;2;12/01/2022 08:44:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;352;66;1;Screen 1;content;gonogo;1000.2079999999842;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
113;1641969881183;12/01/2022 06:44:41;1641969881150;2;12/01/2022 08:44:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;338;67;1;Screen 1;advancementZone;response_keyboard_single;389.39999999990687;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
114;1641969882191;12/01/2022 06:44:42;1641969882150;2;12/01/2022 08:44:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;391;68;1;Screen 1;advancementZone;response_keyboard_single;393.40000000037253;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
115;1641969883783;12/01/2022 06:44:43;1641969883754;2;12/01/2022 08:44:43;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;434;69;1;Screen 1;content;gonogo;1000.9500000000116;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
116;1641969884208;12/01/2022 06:44:44;1641969884174;2;12/01/2022 08:44:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;44;70;1;Screen 1;advancementZone;response_keyboard_single;415.10000000009313;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
117;1641969885188;12/01/2022 06:44:45;1641969885158;2;12/01/2022 08:44:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;324;71;1;Screen 1;advancementZone;response_keyboard_single;397.8000000002794;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
118;1641969886788;12/01/2022 06:44:46;1641969886757;2;12/01/2022 08:44:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;83;72;1;Screen 1;content;gonogo;1000.5760000000009;;;No Go;;0;1;0;;;;;2;Trials;T.png;Go;
119;1641969887175;12/01/2022 06:44:47;1641969887150;2;12/01/2022 08:44:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;180;73;1;Screen 1;advancementZone;response_keyboard_single;387.60000000009313;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
120;1641969888789;12/01/2022 06:44:48;1641969888758;2;12/01/2022 08:44:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;349;74;1;Screen 1;content;gonogo;1000.9719999999506;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
121;1641969889786;12/01/2022 06:44:49;1641969889759;2;12/01/2022 08:44:49;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;393;75;1;Screen 1;content;gonogo;1000.8510000000242;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
122;1641969890227;12/01/2022 06:44:50;1641969890190;2;12/01/2022 08:44:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;72;76;1;Screen 1;advancementZone;response_keyboard_single;426.00000000046566;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
123;1641969891208;12/01/2022 06:44:51;1641969891182;2;12/01/2022 08:44:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;94;77;1;Screen 1;advancementZone;response_keyboard_single;416.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
124;1641969892198;12/01/2022 06:44:52;1641969892158;2;12/01/2022 08:44:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;74;78;1;Screen 1;advancementZone;response_keyboard_single;393.69999999925494;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
125;1641969893209;12/01/2022 06:44:53;1641969893174;2;12/01/2022 08:44:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;331;79;1;Screen 1;advancementZone;response_keyboard_single;408.80000000074506;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
126;1641969894797;12/01/2022 06:44:54;1641969894763;2;12/01/2022 08:44:54;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;407;80;1;Screen 1;content;gonogo;1000.8379999999888;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
127;1641969895250;12/01/2022 06:44:55;1641969895222;2;12/01/2022 08:44:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;215;81;1;Screen 1;advancementZone;response_keyboard_single;454;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
128;1641969896201;12/01/2022 06:44:56;1641969896166;2;12/01/2022 08:44:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;154;82;1;Screen 1;advancementZone;response_keyboard_single;397.79999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
129;1641969897184;12/01/2022 06:44:57;1641969897158;2;12/01/2022 08:44:57;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;51;83;1;Screen 1;advancementZone;response_keyboard_single;388.80000000074506;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
130;1641969898233;12/01/2022 06:44:58;1641969898198;2;12/01/2022 08:44:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;106;84;1;Screen 1;advancementZone;response_keyboard_single;427.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
131;1641969899797;12/01/2022 06:44:59;1641969899768;2;12/01/2022 08:44:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;417;85;1;Screen 1;content;gonogo;1000.3479999999981;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
132;1641969900802;12/01/2022 06:45:00;1641969900768;2;12/01/2022 08:45:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;383;86;1;Screen 1;content;gonogo;1001.1630000000005;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
133;1641969901800;12/01/2022 06:45:01;1641969901768;2;12/01/2022 08:45:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;263;87;1;Screen 1;content;gonogo;1000.9160000000265;;;No Go;;0;1;0;;;;;2;Trials;H.png;Go;
134;1641969902252;12/01/2022 06:45:02;1641969902222;2;12/01/2022 08:45:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;358;88;1;Screen 1;advancementZone;response_keyboard_single;448.1000000005588;;;Go;1;0;1;0;;;;;2;Trials;N.png;No Go;
135;1641969903802;12/01/2022 06:45:03;1641969903770;2;12/01/2022 08:45:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;399;89;1;Screen 1;content;gonogo;1001.0659999999916;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
136;1641969904243;12/01/2022 06:45:04;1641969904214;2;12/01/2022 08:45:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;287;90;1;Screen 1;advancementZone;response_keyboard_single;438.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
137;1641969905259;12/01/2022 06:45:05;1641969905229;2;12/01/2022 08:45:05;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;272;91;1;Screen 1;advancementZone;response_keyboard_single;454.09999999962747;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
138;1641969906239;12/01/2022 06:45:06;1641969906205;2;12/01/2022 08:45:06;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;116;92;1;Screen 1;advancementZone;response_keyboard_single;429.59999999962747;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
139;1641969907239;12/01/2022 06:45:07;1641969907205;2;12/01/2022 08:45:07;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;87;93;1;Screen 1;advancementZone;response_keyboard_single;428.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
140;1641969908186;12/01/2022 06:45:08;1641969908157;2;12/01/2022 08:45:08;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;206;94;1;Screen 1;advancementZone;response_keyboard_single;378.6000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
141;1641969909807;12/01/2022 06:45:09;1641969909775;2;12/01/2022 08:45:09;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;387;95;1;Screen 1;content;gonogo;1000.9409999999916;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
142;1641969910198;12/01/2022 06:45:10;1641969910165;2;12/01/2022 08:45:10;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;144;96;1;Screen 1;advancementZone;response_keyboard_single;385;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
143;1641969911375;12/01/2022 06:45:11;1641969911341;2;12/01/2022 08:45:11;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;223;97;1;Screen 1;advancementZone;response_keyboard_single;561.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
144;1641969912215;12/01/2022 06:45:12;1641969912181;2;12/01/2022 08:45:12;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;119;98;1;Screen 1;advancementZone;response_keyboard_single;400.29999999981374;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
145;1641969913229;12/01/2022 06:45:13;1641969913190;2;12/01/2022 08:45:13;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;318;99;1;Screen 1;advancementZone;response_keyboard_single;408.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
146;1641969914230;12/01/2022 06:45:14;1641969914189;2;12/01/2022 08:45:14;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;247;100;1;Screen 1;advancementZone;response_keyboard_single;405.6000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
147;1641969915197;12/01/2022 06:45:15;1641969915165;2;12/01/2022 08:45:15;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;162;101;1;Screen 1;advancementZone;response_keyboard_single;382.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
148;1641969916199;12/01/2022 06:45:16;1641969916165;2;12/01/2022 08:45:16;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;143;102;1;Screen 1;advancementZone;response_keyboard_single;381;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
149;1641969917819;12/01/2022 06:45:17;1641969917782;2;12/01/2022 08:45:17;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;436;103;1;Screen 1;content;gonogo;1000.8329999999842;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
150;1641969918324;12/01/2022 06:45:18;1641969918294;2;12/01/2022 08:45:18;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;86;104;1;Screen 1;advancementZone;response_keyboard_single;505.70000000018626;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
151;1641969919154;12/01/2022 06:45:19;1641969919118;2;12/01/2022 08:45:19;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;66;105;1;Screen 1;advancementZone;response_keyboard_single;331.09999999962747;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
152;1641969920200;12/01/2022 06:45:20;1641969920157;2;12/01/2022 08:45:20;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;123;106;1;Screen 1;advancementZone;response_keyboard_single;369.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
153;1641969921204;12/01/2022 06:45:21;1641969921173;2;12/01/2022 08:45:21;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;46;107;1;Screen 1;advancementZone;response_keyboard_single;385.6000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
154;1641969922316;12/01/2022 06:45:22;1641969922277;2;12/01/2022 08:45:22;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;284;108;1;Screen 1;advancementZone;response_keyboard_single;488;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
