Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;Array;Answer;Practice_Array
392;1641970160719;12/01/2022 06:49:20;1641970160685;2;12/01/2022 08:49:20;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;252;346;1;Screen 1;advancementZone;response_keyboard_single;699.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
393;1641970161663;12/01/2022 06:49:21;1641970161621;2;12/01/2022 08:49:21;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;99;347;1;Screen 1;advancementZone;response_keyboard_single;635.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
394;1641970162494;12/01/2022 06:49:22;1641970162461;2;12/01/2022 08:49:22;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;319;348;1;Screen 1;advancementZone;response_keyboard_single;474.40000000037253;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
395;1641970164023;12/01/2022 06:49:24;1641970163983;2;12/01/2022 08:49:23;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;394;349;1;Screen 1;content;gonogo;1000.4329999999609;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
396;1641970164689;12/01/2022 06:49:24;1641970164653;2;12/01/2022 08:49:24;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;312;350;1;Screen 1;advancementZone;response_keyboard_single;664.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
397;1641970165747;12/01/2022 06:49:25;1641970165717;2;12/01/2022 08:49:25;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;332;351;1;Screen 1;advancementZone;response_keyboard_single;728;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
398;1641970167019;12/01/2022 06:49:27;1641970166986;2;12/01/2022 08:49:26;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;400;352;1;Screen 1;content;gonogo;1000.4440000000177;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
399;1641970167767;12/01/2022 06:49:27;1641970167733;2;12/01/2022 08:49:27;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;128;353;1;Screen 1;advancementZone;response_keyboard_single;741.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
400;1641970168619;12/01/2022 06:49:28;1641970168589;2;12/01/2022 08:49:28;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;141;354;1;Screen 1;advancementZone;response_keyboard_single;596.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
401;1641970169729;12/01/2022 06:49:29;1641970169693;2;12/01/2022 08:49:29;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;306;355;1;Screen 1;advancementZone;response_keyboard_single;700.9000000003725;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
402;1641970170671;12/01/2022 06:49:30;1641970170637;2;12/01/2022 08:49:30;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;97;356;1;Screen 1;advancementZone;response_keyboard_single;643.8000000007451;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
403;1641970171676;12/01/2022 06:49:31;1641970171645;2;12/01/2022 08:49:31;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;112;357;1;Screen 1;advancementZone;response_keyboard_single;650.9000000003725;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
404;1641970172720;12/01/2022 06:49:32;1641970172685;2;12/01/2022 08:49:32;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;190;358;1;Screen 1;advancementZone;response_keyboard_single;690.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
405;1641970173694;12/01/2022 06:49:33;1641970173652;2;12/01/2022 08:49:33;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;299;359;1;Screen 1;advancementZone;response_keyboard_single;656.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
406;1641970175025;12/01/2022 06:49:35;1641970174993;2;12/01/2022 08:49:34;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;362;360;1;Screen 1;content;gonogo;1000.8260000000009;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
407;1641970175694;12/01/2022 06:49:35;1641970175653;2;12/01/2022 08:49:35;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;158;361;1;Screen 1;advancementZone;response_keyboard_single;654.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
408;1641970177029;12/01/2022 06:49:37;1641970176994;2;12/01/2022 08:49:36;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;397;362;1;Screen 1;content;gonogo;1000.472000000067;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
409;1641970177623;12/01/2022 06:49:37;1641970177588;2;12/01/2022 08:49:37;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;317;363;1;Screen 1;advancementZone;response_keyboard_single;588.8999999994412;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
410;1641970178722;12/01/2022 06:49:38;1641970178677;2;12/01/2022 08:49:38;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;148;364;1;Screen 1;advancementZone;response_keyboard_single;677.5999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
411;1641970179588;12/01/2022 06:49:39;1641970179557;2;12/01/2022 08:49:39;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;219;365;1;Screen 1;advancementZone;response_keyboard_single;555.5999999996275;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
412;1641970180705;12/01/2022 06:49:40;1641970180677;2;12/01/2022 08:49:40;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;193;366;1;Screen 1;advancementZone;response_keyboard_single;675.7999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
413;1641970182034;12/01/2022 06:49:42;1641970181999;2;12/01/2022 08:49:41;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;396;367;1;Screen 1;content;gonogo;1000.6190000000643;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
414;1641970182726;12/01/2022 06:49:42;1641970182684;2;12/01/2022 08:49:42;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;302;368;1;Screen 1;advancementZone;response_keyboard_single;680.0999999996275;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
415;1641970184035;12/01/2022 06:49:44;1641970184000;2;12/01/2022 08:49:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;413;369;1;Screen 1;content;gonogo;1001.2739999999758;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
416;1641970184621;12/01/2022 06:49:44;1641970184589;2;12/01/2022 08:49:44;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;300;370;1;Screen 1;advancementZone;response_keyboard_single;583.3000000007451;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
417;1641970185672;12/01/2022 06:49:45;1641970185629;2;12/01/2022 08:49:45;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;105;371;1;Screen 1;advancementZone;response_keyboard_single;623.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
418;1641970186592;12/01/2022 06:49:46;1641970186549;2;12/01/2022 08:49:46;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;340;372;1;Screen 1;advancementZone;response_keyboard_single;542.2000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
419;1641970187594;12/01/2022 06:49:47;1641970187557;2;12/01/2022 08:49:47;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;170;373;1;Screen 1;advancementZone;response_keyboard_single;548.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
420;1641970188687;12/01/2022 06:49:48;1641970188645;2;12/01/2022 08:49:48;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;283;374;1;Screen 1;advancementZone;response_keyboard_single;637.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
421;1641970190047;12/01/2022 06:49:50;1641970190005;2;12/01/2022 08:49:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;421;375;1;Screen 1;content;gonogo;1000.8080000000773;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
422;1641970190652;12/01/2022 06:49:50;1641970190621;2;12/01/2022 08:49:50;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;122;376;1;Screen 1;advancementZone;response_keyboard_single;610.3999999994412;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
423;1641970191806;12/01/2022 06:49:51;1641970191773;2;12/01/2022 08:49:51;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;230;377;1;Screen 1;advancementZone;response_keyboard_single;762.9000000003725;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
424;1641970192636;12/01/2022 06:49:52;1641970192605;2;12/01/2022 08:49:52;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;153;378;1;Screen 1;advancementZone;response_keyboard_single;594;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
425;1641970193563;12/01/2022 06:49:53;1641970193525;2;12/01/2022 08:49:53;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;176;379;1;Screen 1;advancementZone;response_keyboard_single;512.5;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
426;1641970195046;12/01/2022 06:49:55;1641970195009;2;12/01/2022 08:49:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;411;380;1;Screen 1;content;gonogo;1000.4619999999413;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
427;1641970195613;12/01/2022 06:49:55;1641970195581;2;12/01/2022 08:49:55;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;227;381;1;Screen 1;advancementZone;response_keyboard_single;566.7000000001863;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
428;1641970196664;12/01/2022 06:49:56;1641970196621;2;12/01/2022 08:49:56;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;163;382;1;Screen 1;advancementZone;response_keyboard_single;606.9000000003725;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
429;1641970198058;12/01/2022 06:49:58;1641970198012;2;12/01/2022 08:49:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;406;383;1;Screen 1;content;gonogo;1001.3499999999767;;;No Go;;1;0;0;;;;;2;Trials;N.png;No Go;
430;1641970198619;12/01/2022 06:49:58;1641970198589;2;12/01/2022 08:49:58;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;289;384;1;Screen 1;advancementZone;response_keyboard_single;572;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
431;1641970199591;12/01/2022 06:49:59;1641970199557;2;12/01/2022 08:49:59;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;294;385;1;Screen 1;advancementZone;response_keyboard_single;540;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
432;1641970200541;12/01/2022 06:50:00;1641970200509;2;12/01/2022 08:50:00;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;208;386;1;Screen 1;advancementZone;response_keyboard_single;489.5;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
433;1641970201700;12/01/2022 06:50:01;1641970201669;2;12/01/2022 08:50:01;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;282;387;1;Screen 1;advancementZone;response_keyboard_single;650.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
434;1641970202622;12/01/2022 06:50:02;1641970202589;2;12/01/2022 08:50:02;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;59;388;1;Screen 1;advancementZone;response_keyboard_single;569.0999999996275;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
435;1641970203626;12/01/2022 06:50:03;1641970203581;2;12/01/2022 08:50:03;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;89;389;1;Screen 1;advancementZone;response_keyboard_single;561.1000000005588;;;Go;1;1;0;0;;;;;2;Trials;T.png;Go;
436;1641970204697;12/01/2022 06:50:04;1641970204661;2;12/01/2022 08:50:04;55551;23;task-n8ns;;18449288;BLIND;5460154;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;2560x1440;2560x1297;Openminded Chunk;Go/No-Go (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;251;390;1;Screen 1;advancementZone;response_keyboard_single;640.2999999998137;;;Go;1;1;0;0;;;;;2;Trials;H.png;Go;
