Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;response;response_count;Image
5;1635085683646;24/10/2021 14:28:03;1635085687781;3;24/10/2021 17:28:07;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;21311;;;space;2;1;0;0;;;;;;Trial 1;space;;cube.PNG
6;1635085692259;24/10/2021 14:28:12;1635085696434;3;24/10/2021 17:28:16;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;content;timelimit_screen;29997.600000000002;;;;;0;1;0;;;1;;;Trial 1;space;;cube.PNG
7;1635085700764;24/10/2021 14:28:20;1635085704881;3;24/10/2021 17:28:24;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;advancementZone;continue_keyboard;8413;;;;;0;1;0;;;;;;Trial 2;space;;cube.PNG
8;1635085711027;24/10/2021 14:28:31;1635085715169;3;24/10/2021 17:28:35;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;10249;;;space;1;1;0;0;;;;;;Trial 2;space;;cube.PNG
9;1635085714257;24/10/2021 14:28:34;1635085718363;3;24/10/2021 17:28:38;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;13442;;;space;2;1;0;0;;;;;;Trial 2;space;;cube.PNG
10;1635085716526;24/10/2021 14:28:36;1635085720656;3;24/10/2021 17:28:40;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;15735;;;space;3;1;0;0;;;;;;Trial 2;space;;cube.PNG
11;1635085724743;24/10/2021 14:28:44;1635085728888;3;24/10/2021 17:28:48;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;23966;;;space;4;1;0;0;;;;;;Trial 2;space;;cube.PNG
12;1635085729128;24/10/2021 14:28:49;1635085733269;3;24/10/2021 17:28:53;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;28346;;;space;5;1;0;0;;;;;;Trial 2;space;;cube.PNG
13;1635085730736;24/10/2021 14:28:50;1635085734870;3;24/10/2021 17:28:54;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;content;timelimit_screen;29998.000000000007;;;;;0;1;0;;;1;;;Trial 2;space;;cube.PNG
14;1635085732641;24/10/2021 14:28:52;1635085736815;3;24/10/2021 17:28:56;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;1;1;Screen 1;advancementZone;continue_button;1897;;;;;0;1;0;;;;;;Finish;;;
15;1635085732786;24/10/2021 14:28:52;1635085736827;3;24/10/2021 17:28:56;55551;22;task-9nll;;16634971;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Necker Cube task (Finnish);8;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;89071;;;;;0;1;0;;;;;;;;;
1;1635352029545;27/10/2021 16:27:09;1635352029458;3;27/10/2021 19:27:09;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;
2;1635352043897;27/10/2021 16:27:23;1635352043818;3;27/10/2021 19:27:23;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;14328;;;;;0;1;0;;;;;;Instructions;;;
3;1635352051915;27/10/2021 16:27:31;1635352051849;3;27/10/2021 19:27:31;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;Zone1;continue_keyboard;8012.999999999998;;;;;0;1;0;;;;;;Trial 1;space;;cube.PNG
4;1635352055475;27/10/2021 16:27:35;1635352055391;3;27/10/2021 19:27:35;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;3533.0000000000036;;;space;1;1;0;0;;;;;;Trial 1;space;;cube.PNG
5;1635352061081;27/10/2021 16:27:41;1635352061024;3;27/10/2021 19:27:41;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;9165;;;space;2;1;0;0;;;;;;Trial 1;space;;cube.PNG
6;1635352070437;27/10/2021 16:27:50;1635352070377;3;27/10/2021 19:27:50;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;18519;;;space;3;1;0;0;;;;;;Trial 1;space;;cube.PNG
7;1635352072077;27/10/2021 16:27:52;1635352072005;3;27/10/2021 19:27:52;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;20147;;;space;4;1;0;0;;;;;;Trial 1;space;;cube.PNG
8;1635352073921;27/10/2021 16:27:53;1635352073858;3;27/10/2021 19:27:53;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;22000;;;space;5;1;0;0;;;;;;Trial 1;space;;cube.PNG
9;1635352079474;27/10/2021 16:27:59;1635352079399;3;27/10/2021 19:27:59;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;27542;;;space;6;1;0;0;;;;;;Trial 1;space;;cube.PNG
10;1635352080725;27/10/2021 16:28:00;1635352080663;3;27/10/2021 19:28:00;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;28805;;;space;7;1;0;0;;;;;;Trial 1;space;;cube.PNG
11;1635352081911;27/10/2021 16:28:01;1635352081839;3;27/10/2021 19:28:01;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;content;timelimit_screen;30005;;;;;0;1;0;;;1;;;Trial 1;space;;cube.PNG
12;1635352089117;27/10/2021 16:28:09;1635352089048;3;27/10/2021 19:28:09;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;advancementZone;continue_keyboard;7198;;;;;0;1;0;;;;;;Trial 2;space;;cube.PNG
13;1635352102571;27/10/2021 16:28:22;1635352102506;3;27/10/2021 19:28:22;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;13447.999999999993;;;space;1;1;0;0;;;;;;Trial 2;space;;cube.PNG
14;1635352105055;27/10/2021 16:28:25;1635352104994;3;27/10/2021 19:28:24;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;15935.999999999993;;;space;2;1;0;0;;;;;;Trial 2;space;;cube.PNG
15;1635352106779;27/10/2021 16:28:26;1635352106723;3;27/10/2021 19:28:26;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;17666.000000000007;;;space;3;1;0;0;;;;;;Trial 2;space;;cube.PNG
16;1635352109578;27/10/2021 16:28:29;1635352109516;3;27/10/2021 19:28:29;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;20458.999999999993;;;space;4;1;0;0;;;;;;Trial 2;space;;cube.PNG
17;1635352115903;27/10/2021 16:28:35;1635352115846;3;27/10/2021 19:28:35;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;26788.000000000007;;;space;5;1;0;0;;;;;;Trial 2;space;;cube.PNG
18;1635352118132;27/10/2021 16:28:38;1635352118062;3;27/10/2021 19:28:38;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;advancementZone;response_keyboard_single;29003.999999999993;;;space;6;1;0;0;;;;;;Trial 2;space;;cube.PNG
19;1635352119100;27/10/2021 16:28:39;1635352119037;3;27/10/2021 19:28:39;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;2;Screen 2;content;timelimit_screen;29992;;;;;0;1;0;;;1;;;Trial 2;space;;cube.PNG
20;1635352120540;27/10/2021 16:28:40;1635352120485;3;27/10/2021 19:28:40;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;1;1;Screen 1;advancementZone;continue_button;1437;;;;;0;1;0;;;;;;Finish;;;
21;1635352120632;27/10/2021 16:28:40;1635352120491;3;27/10/2021 19:28:40;55551;22;task-9nll;;16732898;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1680x987;Openminded Chunk;Necker Cube task (Finnish);8;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;91033;;;;;0;1;0;;;;;;;;;
1;1635511803058;29/10/2021 12:50:03;1635511803151;3;29/10/2021 15:50:03;55551;22;task-9nll;;16771363;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Necker Cube task (Finnish);8;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;
2;1635511821066;29/10/2021 12:50:21;1635511821206;3;29/10/2021 15:50:21;55551;22;task-9nll;;16771363;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Necker Cube task (Finnish);8;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;18024.200000047684;;;;;0;1;0;;;;;;Instructions;;;
3;1635511830739;29/10/2021 12:50:30;1635511830873;3;29/10/2021 15:50:30;55551;22;task-9nll;;16771363;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Necker Cube task (Finnish);8;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;Zone1;continue_keyboard;9660;;;;;0;1;0;;;;;;Trial 1;space;;cube.PNG
4;1635511843046;29/10/2021 12:50:43;1635511843205;3;29/10/2021 15:50:43;55551;22;task-9nll;;16771363;BLIND;4960307;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x577;Reasoning Chunk;Necker Cube task (Finnish);8;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;advancementZone;response_keyboard_single;12326.200000047684;;;space;1;1;0;0;;;;;;Trial 1;space;;cube.PNG
