Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;harjoitustehtävä_stimuli;harjoitustehtävä_vastaus;Task_stimuli_6;Task_stimuli_8;ANSWER
11;1642776070041;21/01/2022 14:41:10;1642776070258;2;21/01/2022 16:41:10;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;1;1;Screen 1;likert;response_rating_scale_likert_active;29563;;;8;1;1;0;0;;;;;;Tehtävä_8;;;;C4_tehtävä3.png;8
12;1642776129778;21/01/2022 14:42:09;1642776130022;2;21/01/2022 16:42:10;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;2;1;Screen 1;likert;response_rating_scale_likert_active;59756;;;2;1;1;0;0;;;;;;Tehtävä_8;;;;C12_tehtävä4.png;2
13;1642776168772;21/01/2022 14:42:48;1642776169016;2;21/01/2022 16:42:49;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;3;1;Screen 1;likert;response_rating_scale_likert_active;38986;;;5;1;1;0;0;;;;;;Tehtävä_8;;;;D7_tehtävä5.png;5
14;1642776245002;21/01/2022 14:44:05;1642776245203;2;21/01/2022 16:44:05;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;1;Screen 1;likert;response_rating_scale_likert_active;76180;;;8;1;0;1;0;;;;;;Tehtävä_8;;;;D12_tehtävä6.png;6
15;1642776264401;21/01/2022 14:44:24;1642776264648;2;21/01/2022 16:44:24;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;5;1;Screen 1;likert;response_rating_scale_likert_active;19438;;;7;1;1;0;0;;;;;;Tehtävä_8;;;;E1_tehtävä7.png;7
16;1642776288197;21/01/2022 14:44:48;1642776288433;2;21/01/2022 16:44:48;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;6;1;Screen 1;likert;response_rating_scale_likert_active;23779;;;1;1;1;0;0;;;;;;Tehtävä_8;;;;E5_tehtävä8.png;1
17;1642776370557;21/01/2022 14:46:10;1642776370802;2;21/01/2022 16:46:10;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;7;1;Screen 1;likert;response_rating_scale_likert_active;82363;;;1;1;1;0;0;;;;;;Tehtävä_8;;;;E7_tehtävä9.png;1
18;1642776370658;21/01/2022 14:46:10;1642776370805;2;21/01/2022 16:46:10;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;correctCount;;;;;;;;8;;0;1;0;;;;;;;;;;;
19;1642776387423;21/01/2022 14:46:27;1642776387657;2;21/01/2022 16:46:27;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;1;Screen 1;advancementZone;continue_button;16852;;;;;0;1;0;;;;;;Lopetus;;;;;
20;1642776387517;21/01/2022 14:46:27;1642776387659;2;21/01/2022 16:46:27;55551;25;task-tg12;;18727252;BLIND;5542767;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;1711x1309;Openminded Chunk;Matrix reasoning task (Finnish);8;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;434749;;;;;0;1;0;;;;;;;;;;;
1;1642793709147;21/01/2022 19:35:09;1642793708745;2;21/01/2022 21:35:08;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;
2;1642793724496;21/01/2022 19:35:24;1642793724151;2;21/01/2022 21:35:24;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;15383;;;;;0;1;0;;;;;;Ohjeet;;;;;
3;1642793732650;21/01/2022 19:35:32;1642793732310;2;21/01/2022 21:35:32;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;advancementZone;continue_button;8144;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
4;1642793777994;21/01/2022 19:36:17;1642793777655;2;21/01/2022 21:36:17;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;likert;response_rating_scale_likert;45337;;;4;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
5;1642793778072;21/01/2022 19:36:18;1642793777655;2;21/01/2022 21:36:17;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;continueButton;continue_button;45337;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
6;1642793781092;21/01/2022 19:36:21;1642793780750;2;21/01/2022 21:36:20;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;3;Screen 3;advancementZone;continue_button;3091;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
7;1642793784393;21/01/2022 19:36:24;1642793784039;2;21/01/2022 21:36:24;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;4;Screen 4;advancementZone;continue_button;3283;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
8;1642793790829;21/01/2022 19:36:30;1642793790487;2;21/01/2022 21:36:30;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;5;Screen 5;advancementZone;continue_button;6444;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
9;1642793817884;21/01/2022 19:36:57;1642793817534;2;21/01/2022 21:36:57;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;3;1;1;Screen 1;likert;response_rating_scale_likert_active;27037;;;4;1;1;0;0;;;;;;Tehtävä_6;;;A11_tehtävä1.png;;4
10;1642793959992;21/01/2022 19:39:19;1642793959479;2;21/01/2022 21:39:19;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;4;2;1;Screen 1;likert;response_rating_scale_likert_active;141936;;;5;1;1;0;0;;;;;;Tehtävä_6;;;B12_tehtävä2.png;;5
11;1642794009302;21/01/2022 19:40:09;1642794008958;2;21/01/2022 21:40:08;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;5;1;1;Screen 1;likert;response_rating_scale_likert_active;49472;;;8;1;1;0;0;;;;;;Tehtävä_8;;;;C4_tehtävä3.png;8
12;1642794113518;21/01/2022 19:41:53;1642794113182;2;21/01/2022 21:41:53;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;6;2;1;Screen 1;likert;response_rating_scale_likert_active;104219;;;2;1;1;0;0;;;;;;Tehtävä_8;;;;C12_tehtävä4.png;2
13;1642794237280;21/01/2022 19:43:57;1642794236910;2;21/01/2022 21:43:56;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;7;3;1;Screen 1;likert;response_rating_scale_likert_active;123720;;;5;1;1;0;0;;;;;;Tehtävä_8;;;;D7_tehtävä5.png;5
14;1642794443485;21/01/2022 19:47:23;1642794442966;2;21/01/2022 21:47:22;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;8;4;1;Screen 1;likert;response_rating_scale_likert_active;206050;;;8;1;0;1;0;;;;;;Tehtävä_8;;;;D12_tehtävä6.png;6
15;1642794477896;21/01/2022 19:47:57;1642794477543;2;21/01/2022 21:47:57;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;9;5;1;Screen 1;likert;response_rating_scale_likert_active;34569;;;7;1;1;0;0;;;;;;Tehtävä_8;;;;E1_tehtävä7.png;7
16;1642794630515;21/01/2022 19:50:30;1642794629999;2;21/01/2022 21:50:29;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;10;6;1;Screen 1;likert;response_rating_scale_likert_active;152451;;;1;1;1;0;0;;;;;;Tehtävä_8;;;;E5_tehtävä8.png;1
17;1642794730162;21/01/2022 19:52:10;1642794729831;2;21/01/2022 21:52:09;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;11;7;1;Screen 1;likert;response_rating_scale_likert_active;99828;;;5;1;0;1;0;;;;;;Tehtävä_8;;;;E7_tehtävä9.png;1
18;1642794730252;21/01/2022 19:52:10;1642794729834;2;21/01/2022 21:52:09;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;correctCount;;;;;;;;7;;0;1;0;;;;;;;;;;;
19;1642794732800;21/01/2022 19:52:12;1642794732454;2;21/01/2022 21:52:12;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;12;1;1;Screen 1;advancementZone;continue_button;2620;;;;;0;1;0;;;;;;Lopetus;;;;;
20;1642794732873;21/01/2022 19:52:12;1642794732458;2;21/01/2022 21:52:12;55551;25;task-tg12;;18741676;BLIND;5548631;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;2560x1440;2560x1287;Openminded Chunk;Matrix reasoning task (Finnish);8;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;END TASK;;;;;1023713;;;;;0;1;0;;;;;;;;;;;
1;1642891084153;22/01/2022 22:38:04;1642891083591;2;23/01/2022 00:38:03;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;
2;1642891093828;22/01/2022 22:38:13;1642891093276;2;23/01/2022 00:38:13;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;9657.799999999814;;;;;0;1;0;;;;;;Ohjeet;;;;;
3;1642891098328;22/01/2022 22:38:18;1642891097794;2;23/01/2022 00:38:17;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;1;Screen 1;advancementZone;continue_button;4509.800000000047;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
4;1642891110083;22/01/2022 22:38:30;1642891109498;2;23/01/2022 00:38:29;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;likert;response_rating_scale_likert;11691.600000000093;;;4;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
5;1642891110177;22/01/2022 22:38:30;1642891109498;2;23/01/2022 00:38:29;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;2;Screen 2;continueButton;continue_button;11691.600000000093;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
6;1642891112104;22/01/2022 22:38:32;1642891111551;2;23/01/2022 00:38:31;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;3;Screen 3;advancementZone;continue_button;2050.3000000000466;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
7;1642891113779;22/01/2022 22:38:33;1642891113233;2;23/01/2022 00:38:33;55551;25;task-tg12;;18767844;BLIND;5555000;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;2560x1440;2560x1329;Openminded Chunk;Matrix reasoning task (Finnish);8;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;Spreadsheet1;Spreadsheet1;2;1;4;Screen 4;advancementZone;continue_button;1678.6999999999534;;;;;0;1;0;;;;;;Harjoitustehtävä;Task1_kokokuva.png;Screenshot 2019-11-25 at 15.37.15.png;;;
